<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2018.11.21	164.66	164.94	164.44	164.94	66	275	1
2018.11.22	164.83	164.83	164.38	164.72	41	110	1
2018.11.23	164.16	164.77	164.16	164.16	45	164	1
2018.11.26	164.66	164.94	164.60	164.60	61	270	1
2018.11.27	164.83	165.50	164.83	165.05	80	290	1
2018.11.28	165.61	166.00	164.77	164.77	115	407	1
2018.11.29	164.49	165.33	164.49	164.94	94	224	1
2018.11.30	165.11	165.39	164.56	165.16	50	128	1
2018.12.03	165.83	165.99	165.22	165.77	86	456	1
2018.12.04	166.55	166.60	165.72	165.99	50	258	1
2018.12.05	165.99	166.82	165.99	166.33	64	393	1
2018.12.06	166.66	166.88	166.49	166.88	24	135	1
2018.12.07	166.66	166.88	165.66	165.99	35	253	1
2018.12.10	166.55	166.71	166.44	166.49	10	157	1
2018.12.11	166.55	167.27	166.55	167.27	38	200	1
2018.12.12	167.05	167.27	166.88	166.88	118	696	1
2018.12.13	167.05	167.43	165.99	166.44	88	581	1
2018.12.14	166.33	167.10	166.33	167.10	93	396	1
2018.12.17	167.10	167.32	166.88	167.10	50	177	1
2018.12.18	166.82	167.93	166.82	167.77	124	589	1
2018.12.19	167.71	167.93	167.43	167.93	49	267	1
2018.12.20	168.15	168.76	167.99	168.21	71	590	1
2018.12.21	168.98	169.31	168.87	169.26	105	794	1
2018.12.26	169.31	169.31	169.26	169.26	4	4	1
2018.12.27	168.76	168.76	168.37	168.65	50	316	1
2018.12.28	168.65	168.65	167.99	168.10	33	119	1
2019.01.02	168.98	168.98	168.21	168.76	6	33	1
2019.01.03	168.21	168.65	168.21	168.43	18	131	1
2019.01.04	168.54	169.26	168.54	168.98	100	627	1
2019.01.07	168.98	168.98	168.71	168.76	24	144	1
2019.01.08	168.93	168.93	168.32	168.48	6	15	1
2019.01.09	168.54	168.54	167.99	168.48	67	416	1
2019.01.10	168.43	168.54	168.32	168.32	16	62	1
2019.01.11	167.71	168.54	167.65	168.54	147	181	1
2019.01.14	168.76	168.76	168.43	168.43	22	73	1
2019.01.15	168.48	168.54	167.99	167.99	44	268	1
2019.01.16	167.32	167.71	167.10	167.65	73	224	1
2019.01.17	167.32	167.60	167.10	167.54	40	106	1
2019.01.18	167.99	167.99	167.88	167.93	7	33	1
2019.01.21	168.43	168.76	168.43	168.43	12	26	1
2019.01.22	168.32	168.32	167.82	167.99	30	361	1
2019.01.23	167.16	167.65	166.60	167.54	46	249	1
2019.01.24	167.88	168.15	167.88	167.88	39	197	1
2019.01.28	168.93	168.98	168.71	168.71	4	107	1
2019.01.29	168.54	168.54	168.21	168.32	88	958	1
2019.01.30	168.60	168.60	168.26	168.43	3	3	1
2019.01.31	168.15	168.99	168.15	168.15	39	201	1
2019.02.01	168.60	168.71	168.26	168.71	10	49	1
2019.02.04	168.49	168.71	168.15	168.15	6	37	1
2019.02.05	168.71	168.71	168.71	168.71	4	35	1
2019.02.06	168.21	168.26	168.10	168.15	19	127	1
2019.02.07	168.49	168.60	167.82	167.93	82	523	1
2019.02.08	167.93	168.26	167.93	168.21	28	139	1
2019.02.11	167.98	168.37	167.98	168.32	18	61	1
2019.02.12	167.98	169.10	167.98	168.76	119	452	1
2019.02.13	168.65	169.66	168.54	169.43	90	271	1
2019.02.14	169.43	169.60	169.21	169.32	79	310	1
2019.02.15	169.66	169.66	168.88	168.88	82	287	1
2019.02.18	168.88	169.10	168.21	168.76	63	204	1
2019.02.19	168.43	168.99	168.43	168.54	35	254	1
2019.02.20	168.54	168.54	167.87	167.98	53	207	1
2019.02.21	168.04	168.21	167.54	167.54	71	273	1
2019.02.22	167.54	167.87	167.48	167.54	101	198	1
2019.02.25	167.31	167.59	167.09	167.54	74	304	1
2019.02.26	168.21	168.21	167.82	167.82	28	183	1
2019.02.27	167.82	167.82	167.43	167.43	17	72	1
2019.02.28	167.59	168.49	167.59	168.15	36	197	1
2019.03.01	168.21	168.26	167.65	167.93	42	118	1
2019.03.06	167.93	168.37	167.93	168.37	22	109	1
2019.03.07	167.87	168.54	167.87	168.54	30	104	1
2019.03.08	168.76	168.93	168.54	168.88	81	223	1
2019.03.11	168.88	169.10	168.54	168.88	34	120	1
2019.03.12	168.54	168.71	168.43	168.43	32	141	1
2019.03.13	168.54	168.88	168.54	168.88	44	163	1
2019.03.14	168.99	168.99	168.82	168.82	11	15	1
2019.03.15	168.43	169.32	168.43	169.27	39	188	1
2019.03.18	168.65	169.27	168.65	169.21	77	147	1
2019.03.19	169.66	169.66	168.54	168.65	52	279	1
2019.03.20	169.10	169.32	169.04	169.27	29	115	1
2019.03.21	168.76	169.43	168.71	169.27	31	161	1
2019.03.22	169.16	170.49	169.16	170.49	253	1832	1
2019.03.25	169.99	171.33	169.99	171.11	194	1124	1
2019.03.26	171.83	171.83	171.05	171.11	116	577	1
2019.03.27	170.83	171.89	170.83	171.61	90	322	1
2019.03.28	171.78	172.34	170.77	171.16	78	325	1
2019.03.29	171.33	171.61	170.77	171.33	46	227	1
2019.04.01	171.33	172.23	171.33	171.89	145	540	1
2019.04.02	171.89	172.84	171.72	172.45	288	733	1
2019.04.03	172.67	172.67	171.89	172.00	83	517	1
2019.04.04	171.89	171.89	171.67	171.78	68	456	1
2019.04.05	171.44	172.45	171.44	172.23	51	266	1
2019.04.08	172.78	173.34	171.89	173.06	244	1019	1
2019.04.09	172.67	173.23	172.50	173.01	44	107	1
2019.04.10	172.23	172.95	172.23	172.39	103	245	1
2019.04.11	172.34	172.84	172.34	172.45	74	361	1
2019.04.12	173.40	173.45	172.84	173.01	36	133	1
2019.04.15	173.34	173.34	172.45	172.45	46	248	1
2019.04.16	172.62	172.62	172.23	172.45	63	212	1
2019.04.17	172.00	172.45	171.95	172.39	26	51	1
2019.04.18	172.45	172.89	172.45	172.67	31	89	1
2019.04.22	173.06	173.23	172.89	173.01	68	158	1
2019.04.23	172.47	173.01	172.47	173.01	37	400	1
2019.04.24	173.01	173.55	172.95	173.22	93	835	1
2019.04.25	173.11	173.11	171.93	171.93	50	481	1
2019.04.26	171.93	172.09	171.39	171.39	57	320	1
2019.04.29	171.12	171.39	170.69	171.17	37	188	1
2019.04.30	170.53	171.39	170.53	170.85	101	513	1
2019.05.02	170.47	172.25	170.47	171.17	43	331	1
2019.05.03	170.90	171.34	170.31	171.17	61	129	1
2019.05.06	171.39	171.39	170.58	170.58	107	373	1
2019.05.07	170.47	170.85	169.56	170.85	172	1366	1
2019.05.08	170.20	171.07	169.83	170.85	91	386	1
2019.05.09	170.42	172.25	170.04	172.09	133	639	1
2019.05.10	171.50	173.49	171.50	171.71	130	492	1
2019.05.13	171.77	172.95	171.39	172.95	163	500	1
2019.05.14	173.01	174.30	172.63	173.65	100	508	1
2019.05.15	174.30	175.59	173.81	175.38	201	976	1
2019.05.16	176.02	177.21	175.70	176.78	254	1228	1
2019.05.17	176.24	177.10	175.70	176.83	112	633	1
2019.05.20	176.89	177.32	176.46	176.67	187	1220	1
2019.05.21	176.56	177.16	174.95	175.38	274	1047	1
2019.05.22	175.00	175.27	174.46	175.16	167	765	1
2019.05.23	174.89	175.11	173.87	175.11	617	1087	1
2019.05.24	174.78	177.32	174.73	176.35	198	987	1
2019.05.27	176.62	176.62	173.55	173.71	223	1169	1
2019.05.28	173.33	174.41	171.44	171.55	428	1657	1
2019.05.29	171.39	172.47	169.93	171.82	555	2641	1
2019.05.30	171.93	171.93	168.37	169.77	510	2741	1
2019.05.31	169.77	170.26	167.72	169.07	605	2100	1
2019.06.03	169.23	169.23	166.59	167.08	561	2558	1
2019.06.04	166.54	171.07	166.54	169.23	332	1384	1
2019.06.05	169.23	171.28	168.48	170.85	245	923	1
2019.06.06	170.10	171.93	170.04	171.66	199	1025	1
2019.06.07	171.44	174.08	171.39	173.87	282	1207	1
2019.06.10	173.87	174.30	173.44	173.76	56	294	1
2019.06.11	173.55	173.55	172.25	173.55	128	364	1
2019.06.12	173.81	176.24	173.81	175.81	280	970	1
2019.06.13	176.51	177.05	175.70	176.24	278	885	1
2019.06.14	176.62	176.62	175.59	176.29	123	336	1
2019.06.17	176.67	177.64	176.29	177.64	206	900	1
2019.06.18	177.64	178.67	176.89	178.23	207	569	1
2019.06.19	178.40	178.40	176.46	177.16	111	292	1
2019.06.21	176.78	176.78	176.24	176.56	49	157	1
2019.06.24	177.21	177.26	176.24	176.46	51	136	1
2019.06.25	176.24	177.32	176.24	176.78	114	451	1
2019.06.26	177.53	177.53	176.40	176.78	136	480	1
2019.06.27	176.67	177.10	176.67	176.78	75	329	1
2019.06.28	177.05	177.05	175.97	176.56	107	292	1
2019.07.01	177.05	177.05	176.08	176.40	34	100	1
2019.07.02	176.24	176.35	175.86	176.19	80	180	1
2019.07.03	175.70	175.70	173.81	174.14	225	901	1
2019.07.04	174.41	175.05	174.08	174.73	75	157	1
2019.07.05	174.73	174.73	174.35	174.41	40	61	1
2019.07.08	174.52	174.95	174.52	174.84	8	6	1
2019.07.10	175.00	175.00	174.19	174.19	56	138	1
2019.07.11	174.95	174.95	173.81	174.08	84	321	1
2019.07.12	173.87	174.35	173.87	174.19	25	130	1
2019.07.15	174.52	174.52	173.55	173.55	44	144	1
2019.07.16	173.87	174.68	173.76	174.62	69	175	1
2019.07.17	174.46	175.97	174.08	175.43	160	534	1
2019.07.18	175.81	176.24	175.43	176.24	143	462	1
2019.07.19	176.51	176.73	175.49	175.65	132	451	1
2019.07.22	175.86	175.97	175.43	175.70	29	461	1
2019.07.23	175.65	175.65	174.08	174.08	91	304	1
2019.07.24	174.19	174.19	172.79	173.28	219	643	1
2019.07.25	172.79	173.33	172.68	173.01	92	345	1
2019.07.26	173.38	173.49	173.01	173.33	64	323	1
2019.07.29	173.60	174.41	173.55	173.87	114	388	1
2019.07.30	173.55	174.35	173.55	173.87	141	530	1
2019.07.31	173.87	174.62	173.55	173.55	106	397	1
2019.08.01	173.71	174.25	172.84	172.84	178	594	1
2019.08.02	173.28	173.49	172.74	172.74	74	205	1
2019.08.05	172.79	172.84	171.82	171.82	181	502	1
2019.08.06	171.82	172.25	171.61	171.66	120	329	1
2019.08.07	171.93	173.33	171.77	173.11	230	895	1
2019.08.08	173.33	173.87	172.52	173.87	158	550	1
2019.08.09	173.22	173.92	173.22	173.55	88	274	1
2019.08.12	173.49	173.55	172.90	173.01	83	277	1
2019.08.13	173.06	173.06	172.20	172.31	106	385	1
2019.08.14	171.93	172.36	171.44	171.61	71	249	1
2019.08.15	171.44	172.25	170.90	171.34	298	812	1
2019.08.16	171.39	171.77	171.07	171.28	111	504	1
2019.08.19	171.12	171.50	170.90	171.17	71	556	1
2019.08.20	170.96	171.61	170.10	171.50	195	801	1
2019.08.21	171.93	172.84	171.93	172.68	154	516	1
2019.08.22	173.22	173.33	172.68	172.79	109	416	1
2019.08.23	172.84	173.22	172.47	172.95	135	501	1
2019.08.26	173.22	173.49	173.11	173.22	138	1036	1
2019.08.27	173.22	173.28	172.47	172.90	108	366	1
2019.08.28	172.74	173.44	172.68	173.11	174	926	1
2019.08.29	173.55	173.65	173.11	173.44	124	475	1
2019.08.30	172.68	173.11	172.52	172.58	94	294	1
2019.09.02	173.17	173.17	172.25	172.36	105	408	1
2019.09.03	172.14	172.79	171.87	172.58	84	407	1
2019.09.04	173.01	173.44	172.47	172.90	241	2059	1
2019.09.05	173.17	173.22	172.47	172.63	187	656	1
2019.09.06	172.95	172.95	172.14	172.41	104	640	1
2019.09.09	173.17	174.35	173.17	174.25	294	1106	1
2019.09.10	174.52	174.62	174.14	174.14	172	523	1
2019.09.11	174.30	174.78	174.08	174.52	197	876	1
2019.09.12	174.62	174.62	173.71	174.08	110	276	1
2019.09.13	174.46	174.46	173.60	174.03	156	1649	1
2019.09.16	173.98	174.14	173.65	174.08	143	437	1
2019.09.17	174.35	174.41	173.71	173.87	86	395	1
2019.09.18	174.57	174.84	174.19	174.52	317	2363	1
2019.09.19	174.41	174.46	174.14	174.35	53	295	1
2019.09.20	174.57	174.57	174.08	174.25	42	78	1
2019.09.23	174.08	174.89	173.87	174.89	161	1722	1
2019.09.24	175.70	176.08	175.27	175.49	311	1254	1
2019.09.25	175.27	175.54	175.16	175.38	72	1263	1
2019.09.26	175.16	175.32	174.62	174.62	77	872	1
2019.09.27	175.16	175.16	174.08	174.25	114	694	1
2019.09.30	174.19	174.57	173.87	174.08	68	260	1
2019.10.01	173.98	175.16	173.98	175.05	266	1611	1
2019.10.02	175.49	175.65	175.05	175.43	116	655	1
2019.10.03	174.73	175.38	174.62	175.16	124	603	1
2019.10.04	175.00	175.05	174.62	174.95	79	417	1
2019.10.07	175.11	175.11	174.41	174.68	74	310	1
2019.10.08	174.57	174.95	174.35	174.52	106	375	1
2019.10.09	174.41	175.05	174.41	174.68	79	228	1
2019.10.10	174.62	174.95	174.41	174.68	74	277	1
2019.10.11	175.16	175.65	174.62	175.59	174	769	1
2019.10.14	175.49	175.65	175.38	175.59	137	621	1
2019.10.15	176.13	176.62	175.81	176.62	152	1026	1
2019.10.16	176.35	177.05	176.19	177.05	231	650	1
2019.10.17	176.84	178.80	176.84	178.28	242	1175	1
2019.10.18	178.39	178.64	177.36	178.44	123	287	1
2019.10.21	179.21	179.21	178.59	178.59	155	455	1
2019.10.22	178.39	179.62	178.39	179.52	92	344	1
2019.10.23	179.52	181.21	179.52	180.49	281	762	1
2019.10.24	180.54	181.78	180.44	181.21	127	396	1
2019.10.25	180.90	181.26	180.65	180.80	22	84	1
2019.10.28	180.96	181.98	180.96	181.98	48	581	1
2019.10.29	181.73	181.98	181.73	181.98	23	119	1
2019.10.30	181.98	183.32	181.98	183.32	97	533	1
2019.10.31	183.37	184.97	182.70	184.86	128	656	1
2019.11.01	185.07	186.40	184.55	186.40	179	1017	1
2019.11.04	185.63	190.21	185.38	190.05	204	729	1
2019.11.05	188.87	191.75	188.72	191.44	133	658	1
2019.11.06	192.78	196.28	192.78	195.66	224	1014	1
2019.11.07	196.63	200.18	196.38	196.89	443	1564	1
2019.11.08	197.77	199.98	195.40	199.98	357	1535	1
2019.11.11	202.03	203.78	201.78	203.06	240	1370	1
2019.11.12	204.40	206.15	203.68	205.43	358	1614	1
2019.11.13	206.15	213.55	206.15	213.55	271	1405	1
2019.11.14	216.94	219.92	207.07	210.77	698	2469	1
2019.11.18	215.96	218.53	215.96	218.53	112	583	1
2019.11.19	222.08	223.62	216.94	223.42	744	1965	1
2019.11.21	229.79	232.93	223.21	223.68	630	3324	1
2019.11.22	226.09	226.14	214.22	222.60	1153	4055	1
2019.11.25	228.25	229.12	223.11	227.22	762	3273	1
2019.11.26	227.22	234.42	226.61	234.42	880	3866	1
2019.11.27	233.55	234.21	229.79	232.36	668	2657	1
2019.11.28	230.31	230.31	221.31	221.31	652	2596	1
2019.11.29	216.89	220.44	212.31	220.03	748	2387	1
2019.12.02	219.82	221.05	214.88	217.97	283	843	1
2019.12.03	216.48	218.79	212.31	214.68	415	1325	1
2019.12.04	211.80	212.16	206.20	206.25	546	2675	1
2019.12.05	205.32	208.72	204.19	206.25	372	993	1
2019.12.06	206.71	212.57	206.66	211.80	512	1647	1
2019.12.09	212.83	214.37	204.81	207.64	549	1356	1
2019.12.10	206.87	208.72	203.68	206.66	515	1815	1
2019.12.11	206.20	207.69	197.51	199.46	545	2051	1
2019.12.12	198.07	206.45	196.33	206.45	1065	3141	1
2019.12.13	205.12	210.62	205.12	209.74	307	1380	1
2019.12.16	215.71	215.86	211.80	213.81	255	558	1
2019.12.17	214.99	217.66	214.99	215.91	294	1085	1
2019.12.18	216.43	217.81	214.88	216.38	301	1332	1
2019.12.19	220.13	220.54	209.90	209.90	516	2345	1
2019.12.20	209.23	211.18	207.84	209.33	176	753	1
2019.12.23	208.20	208.66	207.69	207.69	202	1026	1
2019.12.26	210.77	211.65	209.69	209.69	134	769	1
2019.12.27	211.34	211.80	211.29	211.59	139	784	1
2019.12.30	199.98	204.45	196.38	203.57	313	901	1
2020.01.02	203.57	205.63	201.00	204.50	304	591	1
2020.01.03	202.55	204.35	201.83	202.44	150	501	1
2020.01.06	203.47	206.15	202.50	204.55	164	458	1
2020.01.07	203.57	204.50	201.11	202.03	189	844	1
2020.01.08	201.52	201.93	200.80	200.80	303	441	1
2020.01.09	200.44	202.55	198.38	198.43	670	1228	1
2020.01.10	198.49	199.77	197.30	197.92	189	631	1
2020.01.13	197.51	199.21	197.15	198.54	262	874	1
2020.01.14	198.43	199.93	197.41	197.41	270	903	1
2020.01.15	196.74	196.89	194.53	194.84	338	936	1
2020.01.16	194.32	194.42	192.57	192.78	308	1088	1
2020.01.17	191.85	194.37	191.85	192.57	174	712	1
2020.01.20	192.78	194.32	192.57	193.70	214	732	1
2020.01.21	194.32	194.84	193.50	194.32	357	908	1
2020.01.22	193.29	193.70	191.70	192.32	388	1473	1
2020.01.23	193.81	194.32	193.50	193.81	205	1576	1
2020.01.24	193.81	194.78	193.81	194.32	117	282	1
2020.01.27	193.04	193.81	192.47	193.81	130	502	1
2020.01.28	194.63	195.61	194.63	195.30	134	687	1
2020.01.29	195.25	195.25	194.48	194.84	64	402	1
2020.01.30	193.40	194.27	192.98	193.50	34	165	1
2020.01.31	196.69	199.18	196.69	199.18	463	1908	1
2020.02.03	200.60	201.76	200.24	200.70	237	844	1
2020.02.04	200.75	201.26	198.26	198.72	275	1043	1
2020.02.05	197.71	200.34	196.74	198.82	406	821	1
2020.02.06	198.67	200.70	198.47	200.55	346	1197	1
2020.02.07	200.90	201.26	198.21	198.31	247	731	1
2020.02.10	199.13	199.23	196.74	197.76	188	617	1
2020.02.11	198.16	200.75	197.71	200.70	311	1824	1
2020.02.12	200.60	201.76	200.29	201.76	277	918	1
2020.02.13	202.27	202.78	201.26	201.26	180	798	1
2020.02.14	200.75	200.75	199.99	200.55	72	244	1
2020.02.17	200.34	200.75	199.94	200.29	39	107	1
2020.02.18	200.29	201.79	200.29	201.19	119	321	1
2020.02.19	201.29	201.29	199.29	200.39	117	342	1
2020.02.20	199.59	203.35	199.59	203.35	100	461	1
2020.02.21	204.30	204.30	202.70	203.05	98	275	1
2020.02.26	204.30	204.30	202.80	203.40	95	144	1
2020.02.27	205.05	205.60	203.80	205.30	132	428	1
2020.02.28	204.85	204.85	203.30	204.65	78	234	1
2020.03.02	204.30	206.15	204.15	205.45	74	101	1
2020.03.03	206.50	207.70	205.70	207.30	140	564	1
2020.03.04	208.05	208.05	204.70	205.15	240	832	1
2020.03.05	204.65	205.95	204.10	205.40	121	331	1
2020.03.06	206.30	206.30	204.80	205.30	93	275	1
2020.03.09	202.80	203.80	200.49	200.49	216	652	1
2020.03.10	201.64	202.60	201.34	201.74	151	429	1
2020.03.11	202.29	203.70	199.04	199.64	296	634	1
2020.03.12	197.89	198.04	190.58	190.58	415	1808	1
2020.03.13	192.28	192.28	182.12	183.37	624	2567	1
2020.03.16	175.86	181.26	175.86	175.86	693	1805	1
2020.03.17	175.26	175.26	167.99	168.75	618	1662	1
2020.03.18	166.24	171.75	161.44	163.99	346	1628	1
2020.03.19	163.44	172.05	163.44	172.05	114	352	1
2020.03.20	179.76	179.76	179.76	179.76	74	383	1
2020.03.23	177.26	187.27	171.90	186.27	483	1090	1
2020.03.24	185.32	192.88	185.27	189.48	629	1702	1
2020.03.25	190.68	197.24	190.33	191.38	557	1406	1
2020.03.26	190.08	192.78	188.47	191.58	191	448	1
2020.03.27	192.78	193.28	190.28	191.78	178	377	1
2020.03.30	192.03	194.68	191.98	194.48	246	565	1
2020.03.31	195.28	195.28	185.57	187.27	459	859	1
2020.04.01	185.27	186.27	178.51	179.76	534	1230	1
2020.04.02	179.31	182.22	172.20	180.66	596	1142	1
2020.04.03	180.26	181.11	175.76	179.26	543	1230	1
2020.04.06	182.27	182.37	176.76	181.26	446	713	1
2020.04.07	182.12	184.22	180.71	183.27	249	538	1
2020.04.08	183.32	185.27	181.56	185.22	286	568	1
2020.04.09	185.22	187.07	182.22	182.47	402	856	1
2020.04.13	180.26	182.17	176.76	181.77	342	398	1
2020.04.14	182.27	185.77	182.27	185.32	266	708	1
2020.04.15	185.77	186.77	183.77	185.77	399	691	1
2020.04.16	185.92	188.73	185.92	187.77	263	546	1
2020.04.17	188.37	188.57	183.87	187.17	372	710	1
2020.04.20	185.72	186.27	184.27	184.87	210	289	1
2020.04.22	183.82	186.72	183.27	186.72	357	641	1
2020.04.23	187.27	189.78	187.27	189.73	271	636	1
2020.04.24	189.43	193.78	188.78	193.28	252	753	1
2020.04.27	193.28	194.08	191.18	192.83	172	315	1
2020.04.28	193.98	195.13	193.43	194.13	193	592	1
2020.04.29	193.89	196.55	193.64	195.71	350	1760	1
2020.04.30	194.82	197.09	193.25	194.23	408	1234	1
2020.05.04	193.44	195.17	192.51	194.53	209	480	1
2020.05.05	195.22	195.71	193.84	195.71	197	467	1
2020.05.06	196.45	196.45	194.33	195.41	141	372	1
2020.05.07	194.23	194.82	191.47	191.87	313	933	1
2020.05.08	191.52	192.31	189.79	190.29	339	890	1
2020.05.11	189.55	192.01	188.86	192.01	365	906	1
2020.05.12	192.11	196.20	190.78	195.56	339	938	1
2020.05.13	195.91	196.99	193.74	194.97	439	1664	1
2020.05.14	193.79	197.19	193.79	196.70	157	492	1
2020.05.15	197.19	198.03	195.27	196.80	331	829	1
2020.05.18	195.76	197.14	195.27	196.40	179	481	1
2020.05.19	195.76	197.68	195.76	197.68	200	578	1
2020.05.20	196.45	197.78	196.45	197.39	115	214	1
2020.05.21	197.34	199.06	196.40	199.06	289	978	1
2020.05.22	198.67	202.12	198.18	201.63	286	1353	1
2020.05.25	201.72	203.11	200.79	201.13	266	1032	1
2020.05.26	202.32	202.46	199.75	200.69	227	737	1
2020.05.27	200.64	201.23	199.80	201.13	353	1402	1
2020.05.28	201.58	204.39	199.46	200.15	483	1871	1
2020.05.29	198.57	199.16	197.34	199.16	532	1743	1
2020.06.01	201.03	201.13	198.77	199.65	184	535	1
2020.06.02	199.65	200.49	199.16	200.49	269	809	1
2020.06.03	200.34	201.48	200.30	201.13	310	1098	1
2020.06.04	201.63	204.09	201.18	204.09	443	1090	1
2020.06.05	204.09	206.70	201.43	202.91	743	2438	1
2020.06.08	202.96	204.44	201.97	203.50	223	533	1
2020.06.09	203.80	204.49	201.58	201.82	224	669	1
2020.06.10	202.12	204.98	201.72	204.58	271	606	1
2020.06.12	205.57	205.57	204.39	205.47	295	660	1
2020.06.15	206.56	206.56	204.73	205.47	212	477	1
2020.06.16	206.90	207.49	205.87	206.31	433	1137	1
2020.06.17	207.15	210.75	206.36	209.02	459	1491	1
2020.06.18	209.96	211.49	206.70	210.89	587	1656	1
2020.06.19	211.68	211.98	210.25	210.99	327	597	1
2020.06.22	211.49	211.49	208.82	209.51	254	600	1
2020.06.23	209.22	211.29	208.53	211.04	464	1304	1
2020.06.24	210.50	212.47	209.91	212.32	372	769	1
2020.06.25	213.41	214.84	213.06	214.44	384	1207	1
2020.06.26	214.00	214.74	211.98	212.67	468	1202	1
2020.06.29	213.80	213.80	211.54	212.42	221	434	1
2020.06.30	211.98	213.70	209.61	212.96	569	1388	1
2020.07.01	213.85	214.44	210.50	210.65	497	1147	1
2020.07.02	210.65	211.98	209.66	210.01	437	1231	1
2020.07.03	210.06	211.14	208.18	208.18	337	783	1
2020.07.06	208.63	210.75	208.03	209.91	291	575	1
2020.07.07	211.29	212.37	210.80	212.37	268	693	1
2020.07.08	212.42	212.42	210.30	210.99	271	489	1
2020.07.09	210.55	210.99	209.27	210.11	251	1055	1
2020.07.10	209.61	211.19	209.61	210.40	225	1246	1
2020.07.13	210.20	215.43	210.20	215.18	589	2515	1
2020.07.14	214.84	216.27	214.44	214.64	409	761	1
2020.07.15	215.82	216.91	213.46	213.95	324	807	1
2020.07.16	214.20	214.20	212.87	213.36	216	502	1
2020.07.17	213.56	214.49	212.96	214.49	228	538	1
2020.07.20	215.08	215.68	214.59	215.18	140	270	1
2020.07.21	214.20	216.81	214.20	216.81	594	982	1
2020.07.22	216.81	217.15	215.48	216.71	303	765	1
2020.07.23	216.27	218.88	216.27	218.73	531	1362	1
2020.07.24	218.88	219.13	217.40	217.99	212	677	1
2020.07.27	218.63	219.47	218.29	219.47	398	883	1
2020.07.28	218.88	221.15	218.63	220.85	312	798	1
2020.07.29	221.44	221.54	218.54	218.73	661	1375	1
2020.07.30	219.67	220.11	219.23	220.11	218	421	1
2020.07.31	220.11	220.70	219.13	220.11	399	719	1
2020.08.03	220.56	221.35	220.46	221.25	252	409	1
2020.08.04	221.64	222.13	221.15	221.74	251	843	1
2020.08.05	221.89	222.53	220.85	221.35	329	879	1
2020.08.06	221.35	221.69	220.85	221.15	253	450	1
2020.08.07	221.30	221.30	216.76	218.68	944	2526	1
2020.08.10	217.99	220.51	217.89	219.82	377	842	1
2020.08.11	220.56	221.15	219.42	219.72	333	1077	1
2020.08.12	219.13	220.01	218.88	219.82	219	856	1
2020.08.13	220.56	220.56	218.44	219.67	399	1157	1
2020.08.14	220.16	221.59	219.42	221.25	442	1175	1
2020.08.17	221.30	222.87	221.30	222.87	390	829	1
2020.08.18	222.92	224.16	221.79	222.92	637	1652	1
2020.08.19	222.97	225.19	222.82	225.19	448	1198	1
2020.08.20	224.94	226.27	224.94	226.23	353	626	1
2020.08.21	225.73	227.51	224.85	227.51	495	1134	1
2020.08.24	226.87	231.50	226.87	230.86	418	978	1
2020.08.25	231.20	233.37	231.20	232.68	446	1162	1
2020.08.26	232.63	233.67	230.71	231.70	501	1294	1
2020.08.27	231.89	235.00	231.20	233.87	503	1811	1
2020.08.28	234.75	235.99	233.72	234.75	514	1089	1
2020.08.31	235.44	237.07	234.90	236.87	376	918	1
2020.09.01	237.96	240.67	237.27	240.08	433	1453	1
2020.09.02	241.36	243.92	238.60	238.90	939	3035	1
2020.09.03	239.09	241.41	233.77	234.16	1085	2767	1
2020.09.04	234.46	238.60	233.28	238.55	654	1424	1
2020.09.08	238.60	241.41	238.60	241.21	431	919	1
2020.09.09	241.56	242.35	240.13	241.95	421	953	1
2020.09.10	242.74	243.28	242.00	243.28	379	1008	1
2020.09.11	243.28	244.42	241.61	242.00	422	754	1
2020.09.14	242.94	243.28	241.66	243.13	335	603	1
2020.09.15	243.97	245.25	243.63	245.25	457	1055	1
2020.09.16	244.51	245.90	242.84	245.50	688	1470	1
2020.09.17	245.60	245.94	243.53	243.73	450	1013	1
2020.09.18	243.78	244.51	242.59	243.82	572	1294	1
2020.09.21	243.28	243.78	242.59	243.18	262	513	1
2020.09.22	243.53	246.19	243.53	245.60	533	1196	1
2020.09.23	246.59	247.32	246.09	246.78	529	994	1
2020.09.24	247.28	248.11	247.08	248.02	296	560	1
2020.09.25	247.47	248.51	246.98	248.46	705	1434	1
2020.09.28	249.05	252.06	249.05	251.71	568	1587	1
2020.09.29	251.22	252.85	250.92	252.30	416	730	1
2020.09.30	252.40	253.29	251.86	252.50	481	922	1
2020.10.01	252.50	255.85	252.50	253.88	1043	2241	1
2020.10.02	254.77	255.36	253.49	254.87	486	1153	1
2020.10.05	255.90	258.61	255.71	258.12	606	1346	1
2020.10.06	256.84	258.17	255.95	257.83	617	1220	1
2020.10.07	256.35	257.73	255.51	257.09	456	760	1
2020.10.08	257.33	258.27	256.69	257.78	385	678	1
2020.10.09	257.39	257.92	254.37	256.05	662	1285	1
2020.10.13	256.15	261.71	256.15	261.32	500	1245	1
2020.10.14	262.76	268.23	262.28	267.46	691	1457	1
2020.10.15	266.65	270.10	265.69	266.45	952	1757	1
2020.10.16	265.93	268.32	264.78	268.32	750	1220	1
2020.10.19	269.38	271.11	268.52	270.91	575	1024	1
2020.10.20	271.01	273.26	270.19	272.93	702	1438	1
2020.10.21	273.70	277.72	273.70	277.20	875	2543	1
