<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2020.10.22	278.92	280.98	270.48	273.12	1308	2297	1
2020.10.23	273.17	274.37	265.02	267.27	1627	3767	1
2020.10.26	267.56	273.22	267.56	272.11	979	1936	1
2020.10.27	274.13	276.00	272.35	274.46	771	1326	1
2020.10.28	274.56	275.13	270.43	273.84	710	1227	1
2020.10.29	272.40	273.31	269.48	272.35	1154	1787	1
2020.10.30	274.13	274.13	270.91	273.50	711	1634	1
2020.11.03	274.32	277.29	274.32	277.24	971	1444	1
2020.11.04	275.76	278.39	275.57	278.39	514	986	1
2020.11.05	278.39	279.40	275.57	279.11	835	1644	1
2020.11.06	279.50	284.29	279.45	281.94	1366	2692	1
2020.11.09	282.42	284.00	277.15	280.50	804	1424	1
2020.11.10	281.08	284.15	280.07	283.76	621	1311	1
2020.11.11	283.62	284.77	275.23	275.90	1368	2870	1
2020.11.12	269.48	278.59	261.80	278.59	1250	3158	1
2020.11.13	276.28	279.54	271.39	277.58	546	904	1
2020.11.16	276.86	279.93	273.36	274.27	426	707	1
2020.11.17	274.27	274.27	269.52	272.02	602	1674	1
2020.11.18	270.36	270.65	267.33	267.72	853	1994	1
2020.11.19	267.04	269.19	265.09	268.31	703	1191	1
2020.11.20	270.26	272.55	266.55	266.99	847	1432	1
2020.11.23	267.72	268.41	264.41	266.26	636	783	1
2020.11.24	267.92	270.46	265.38	270.07	810	1469	1
2020.11.25	269.77	272.11	266.99	267.28	905	1637	1
2020.11.26	265.53	268.16	265.04	266.26	558	1143	1
2020.11.27	267.82	269.29	266.85	266.85	475	914	1
2020.11.30	266.36	267.82	265.77	266.80	255	499	1
2020.12.01	266.60	268.16	260.60	261.04	976	1844	1
2020.12.02	258.55	259.87	257.04	257.67	648	1226	1
2020.12.03	258.06	258.50	254.65	254.75	808	2064	1
2020.12.04	254.70	255.72	253.67	253.97	712	1117	1
2020.12.07	253.72	255.33	248.99	249.28	715	1491	1
2020.12.08	250.55	254.41	248.84	251.53	712	1341	1
2020.12.09	251.72	253.97	250.75	251.33	442	615	1
2020.12.10	249.67	251.53	248.94	250.65	325	533	1
2020.12.11	249.28	249.28	244.41	245.53	580	996	1
2020.12.14	245.67	246.84	244.45	245.19	421	1121	1
2020.12.15	246.31	249.14	245.04	248.02	411	682	1
2020.12.16	249.97	250.70	248.84	249.04	422	1035	1
2020.12.17	248.50	253.58	248.45	253.58	520	844	1
2020.12.18	252.45	254.65	251.82	254.06	550	1254	1
2020.12.21	254.02	255.43	251.82	254.36	468	880	1
2020.12.22	255.19	258.36	255.14	258.06	403	2535	1
2020.12.23	257.72	259.53	257.58	259.53	116	264	1
2020.12.28	258.65	260.99	258.65	260.36	149	240	1
2020.12.29	260.89	263.24	260.89	263.24	201	356	1
2020.12.30	264.52	265.04	258.64	260.77	880	2108	1
2021.01.04	261.62	264.37	261.05	262.81	512	797	1
2021.01.05	264.33	265.51	262.71	263.57	640	1572	1
2021.01.06	264.66	265.04	262.71	263.14	464	1130	1
2021.01.07	264.23	265.99	262.00	265.37	614	1588	1
2021.01.08	265.56	268.50	265.56	267.69	723	1469	1
2021.01.11	268.69	270.92	268.40	270.77	369	836	1
2021.01.12	271.68	274.71	271.34	274.52	442	1389	1
2021.01.13	274.52	275.66	271.77	274.05	656	1128	1
2021.01.14	274.61	275.42	272.62	274.52	547	931	1
2021.01.15	275.47	277.22	274.52	274.80	302	472	1
2021.01.18	273.05	277.41	271.20	277.36	452	773	1
2021.01.19	277.93	281.39	277.74	280.11	690	1446	1
2021.01.20	281.54	281.63	277.93	279.74	642	1247	1
2021.01.21	280.21	281.35	278.41	280.16	455	862	1
2021.01.22	280.78	282.11	280.59	281.82	420	1004	1
2021.01.26	281.63	282.58	280.45	281.44	646	834	1
2021.01.27	282.34	282.34	281.16	281.35	191	335	1
2021.01.28	281.21	281.54	280.73	281.16	202	338	1
2021.01.29	282.46	283.42	279.76	283.37	537	1120	1
2021.02.01	284.77	287.18	284.00	287.09	447	807	1
2021.02.02	288.00	289.16	287.23	288.97	412	847	1
2021.02.03	288.97	288.97	285.98	287.71	444	817	1
2021.02.04	288.19	288.39	285.40	287.62	482	1158	1
2021.02.05	287.66	287.66	285.54	286.22	362	742	1
2021.02.08	287.33	288.58	286.51	288.53	439	920	1
2021.02.09	288.05	290.60	288.00	288.29	642	1449	1
2021.02.10	289.06	289.11	285.78	286.12	609	1053	1
2021.02.11	282.60	286.17	282.60	286.07	640	1389	1
2021.02.12	287.13	287.52	286.22	287.13	335	915	1
2021.02.17	288.19	289.11	288.19	289.11	282	587	1
2021.02.18	289.16	289.64	288.44	289.06	212	361	1
2021.02.19	289.21	290.75	289.21	290.70	239	533	1
2021.02.22	290.80	292.05	290.80	291.90	364	451	1
2021.02.23	292.00	292.05	290.84	291.86	337	473	1
2021.02.24	291.09	291.42	290.70	290.89	235	370	1
2021.02.25	290.50	292.60	289.82	292.21	465	873	1
2021.02.26	293.43	295.23	293.18	295.03	624	1047	1
2021.03.01	295.32	297.56	295.13	297.52	309	661	1
2021.03.02	296.98	298.54	295.62	297.76	445	960	1
2021.03.03	298.44	300.93	297.18	300.49	294	692	1
2021.03.04	298.05	300.78	298.05	300.49	172	245	1
2021.03.05	300.44	301.85	298.10	300.00	229	430	1
2021.03.08	299.80	299.80	297.30	299.00	317	859	1
2021.03.09	299.70	300.60	299.00	300.00	435	922	1
2021.03.10	300.65	301.90	300.00	301.70	448	1362	1
2021.03.11	302.95	304.30	302.85	303.35	408	731	1
2021.03.12	303.25	304.00	302.45	303.95	199	307	1
2021.03.15	304.30	308.15	304.30	307.30	524	865	1
2021.03.16	307.30	308.55	305.50	307.50	448	879	1
2021.03.17	307.90	309.20	304.50	304.90	819	1832	1
2021.03.18	304.50	307.95	303.50	307.95	418	675	1
2021.03.19	309.15	309.15	300.00	301.00	1102	2258	1
2021.03.22	301.95	301.95	295.30	299.50	639	1600	0
2021.03.23	301.50	302.70	300.30	302.50	344	781	0
2021.03.24	302.50	307.00	302.50	307.00	457	1127	0
2021.03.25	307.00	307.85	304.20	305.55	408	725	0
2021.03.26	306.60	306.95	304.70	305.30	174	413	0
2021.03.29	305.45	306.85	304.10	306.15	206	422	0
2021.03.30	306.50	308.80	306.50	308.20	371	863	0
2021.03.31	308.45	310.35	307.15	310.35	399	951	0
2021.04.01	310.00	312.35	310.00	311.10	324	715	0
2021.04.05	312.00	315.85	312.00	315.00	353	1279	0
2021.04.06	316.35	316.40	313.05	315.00	521	1169	0
2021.04.07	315.95	315.95	312.20	313.00	475	1270	0
2021.04.08	312.90	314.75	311.80	313.90	412	845	0
2021.04.09	314.45	315.55	314.45	315.30	364	688	0
2021.04.12	316.60	317.10	315.50	315.60	426	1057	0
2021.04.13	315.00	315.00	308.90	309.25	1167	2420	0
2021.04.14	308.50	313.00	306.15	306.95	1148	2419	0
2021.04.15	308.50	310.00	307.15	308.15	532	1235	0
2021.04.16	309.20	309.20	304.90	305.80	696	1901	0
